date,Account,daily_pnl,trade_count,total_size_usd,long_count,short_count,long_ratio,win_rate,classification,value,frequency_segment,performance_segment
2024-12-03,0x8477e447846c758f5a675856001ea72298fd9cb5,-158.695661,6,16252.410000000002,4,2,0.6666666666666666,0,Extreme Greed,76,Frequent,Winner
2024-12-03,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,34,99999.98,34,0,1.0,0,Extreme Greed,76,Infrequent,Winner
2024-12-03,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,20925.513222,145,565317.04,40,105,0.27586206896551724,1,Extreme Greed,76,Infrequent,Winner
2024-12-04,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,9066.169646,112,18567.68,30,82,0.26785714285714285,1,Extreme Greed,78,Frequent,Winner
2024-12-04,0x2c229d22b100a7beb69122eed721cee9b24011dd,7591.307059,37,126798.84999999999,12,25,0.32432432432432434,1,Extreme Greed,78,Infrequent,Winner
2024-12-04,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,910.584797,102,81173.16,39,63,0.38235294117647056,1,Extreme Greed,78,Frequent,Winner
2024-12-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,291.35271,13,261052.41999999998,10,3,0.7692307692307693,1,Extreme Greed,78,Frequent,Winner
2024-12-04,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,33.26141600000001,10,6696.09,5,5,0.5,1,Extreme Greed,78,Infrequent,Winner
2024-12-04,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,0.0,1,0.1,0,1,0.0,0,Extreme Greed,78,Infrequent,Winner
2024-12-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,274999.139393,44,274999.35,0,44,0.0,1,Extreme Greed,78,Frequent,Winner
2024-12-05,0x271b280974205ca63b716753467d5a371de622ab,208.81746,4,158123.95,3,1,0.75,1,Extreme Greed,84,Frequent,Loser
2024-12-05,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,14685.787664,98,25406.1,33,65,0.336734693877551,1,Extreme Greed,84,Frequent,Winner
2024-12-05,0x2c229d22b100a7beb69122eed721cee9b24011dd,2069.92634,33,29373.46,3,30,0.09090909090909091,1,Extreme Greed,84,Infrequent,Winner
2024-12-05,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0,6,61428.49,6,0,1.0,0,Extreme Greed,84,Infrequent,Winner
2024-12-05,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,3174.023699,290,170421.23,145,145,0.5,1,Extreme Greed,84,Frequent,Winner
2024-12-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1435.68724,19,761409.11,0,19,0.0,1,Extreme Greed,84,Frequent,Winner
2024-12-05,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,2,588.53,2,0,1.0,0,Extreme Greed,84,Infrequent,Winner
2024-12-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,49999.876084999996,4,49999.92,0,4,0.0,1,Extreme Greed,84,Frequent,Winner
2024-12-06,0x083384f897ee0f19899168e3b1bec365f52a9012,-175611.00005600002,33,1212299.96,33,0,1.0,0,Greed,72,Frequent,Winner
2024-12-06,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,0.0,34,48513.58,34,0,1.0,0,Greed,72,Frequent,Winner
2024-12-06,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,389.176232,69,8956.57,27,42,0.391304347826087,1,Greed,72,Frequent,Winner
2024-12-06,0x2c229d22b100a7beb69122eed721cee9b24011dd,-123.870122,9,20916.4,5,4,0.5555555555555556,0,Greed,72,Infrequent,Winner
2024-12-06,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0,20,33151.06,5,15,0.25,0,Greed,72,Infrequent,Winner
2024-12-06,0x420ab45e0bd8863569a5efbb9c05d91f40624641,0.0,45,480326.66,0,45,0.0,0,Greed,72,Infrequent,Winner
2024-12-06,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,514.886454,108,108996.49,61,47,0.5648148148148148,1,Greed,72,Frequent,Winner
2024-12-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,7206.315268,59,1482566.5,39,20,0.6610169491525424,1,Greed,72,Frequent,Winner
2024-12-06,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,1,292.11,1,0,1.0,0,Greed,72,Infrequent,Winner
2024-12-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,74999.848329,25,74999.89,0,25,0.0,1,Greed,72,Frequent,Winner
2024-12-07,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,3515.031065,26,52028.630000000005,0,26,0.0,1,Extreme Greed,75,Frequent,Winner
2024-12-07,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,4008.012049,86,13732.33,20,66,0.23255813953488372,1,Extreme Greed,75,Frequent,Winner
2024-12-07,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,1040.616939,180,104429.77,83,97,0.46111111111111114,1,Extreme Greed,75,Frequent,Winner
2024-12-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2342.996384,4,198481.45,4,0,1.0,1,Extreme Greed,75,Frequent,Winner
2024-12-07,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,3,3063.8900000000003,3,0,1.0,0,Extreme Greed,75,Infrequent,Winner
2024-12-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,74999.62263,5,79997.34999999999,0,5,0.0,1,Extreme Greed,75,Frequent,Winner
2024-12-08,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,554.009942,102,7922.52,31,71,0.30392156862745096,1,Extreme Greed,79,Frequent,Winner
2024-12-08,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,227.072158,69,29213.01,33,36,0.4782608695652174,1,Extreme Greed,79,Frequent,Winner
2024-12-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,7,59993.63,0,7,0.0,0,Extreme Greed,79,Frequent,Winner
2024-12-08,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,-21.54374,5,4923.79,3,2,0.6,0,Extreme Greed,79,Infrequent,Winner
2024-12-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,145,517950.24,0,145,0.0,0,Extreme Greed,79,Frequent,Winner
2024-12-08,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,15206.395076,92,312936.53,15,77,0.16304347826086957,1,Extreme Greed,79,Frequent,Winner
2024-12-09,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,0.0,46,52066.88,46,0,1.0,0,Extreme Greed,78,Frequent,Winner
2024-12-09,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,768.430838,213,18772.08,169,44,0.7934272300469484,1,Extreme Greed,78,Frequent,Winner
2024-12-09,0x39cef799f8b69da1995852eea189df24eb5cae3c,483.662076,8,4824.8,8,0,1.0,1,Extreme Greed,78,Infrequent,Winner
2024-12-09,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,311.290605,55,21974.62,32,23,0.5818181818181818,1,Extreme Greed,78,Frequent,Winner
2024-12-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2350.499742,17,359668.86,13,4,0.7647058823529411,1,Extreme Greed,78,Frequent,Winner
2024-12-09,0x513b8629fe877bb581bf244e326a047b249c4ff1,0.0,42,70653.29,42,0,1.0,0,Extreme Greed,78,Frequent,Winner
2024-12-09,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,0.01574,7,117.12,3,4,0.42857142857142855,1,Extreme Greed,78,Frequent,Winner
2024-12-09,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,4,1763.8,4,0,1.0,0,Extreme Greed,78,Infrequent,Winner
2024-12-09,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,0.0,4,7875.4800000000005,4,0,1.0,0,Extreme Greed,78,Infrequent,Winner
2024-12-09,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2397.068675,143,446232.75,134,9,0.9370629370629371,1,Extreme Greed,78,Frequent,Winner
2024-12-10,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2517.787385,64,54584.72,0,64,0.0,1,Extreme Greed,78,Frequent,Winner
2024-12-10,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,980.557461,157,18780.69,117,40,0.7452229299363057,1,Extreme Greed,78,Frequent,Winner
2024-12-10,0x2c229d22b100a7beb69122eed721cee9b24011dd,130.883691,12,19024.84,5,7,0.4166666666666667,1,Extreme Greed,78,Infrequent,Winner
2024-12-10,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0,3,67566.11,3,0,1.0,0,Extreme Greed,78,Infrequent,Winner
2024-12-10,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,1474.670598,182,93195.85,109,73,0.5989010989010989,1,Extreme Greed,78,Frequent,Winner
2024-12-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,3986.312514,36,700941.13,27,9,0.75,1,Extreme Greed,78,Frequent,Winner
2024-12-10,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3634.56814,153,214389.55000000002,40,113,0.26143790849673204,1,Extreme Greed,78,Frequent,Winner
2024-12-10,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,1,587.97,1,0,1.0,0,Extreme Greed,78,Infrequent,Winner
2024-12-10,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,8,109744.79000000001,8,0,1.0,0,Extreme Greed,78,Infrequent,Winner
2024-12-10,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,0.0,52,145530.36,0,52,0.0,0,Extreme Greed,78,Infrequent,Winner
2024-12-10,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,26600.990442,928,1726078.07,220,708,0.23706896551724138,1,Extreme Greed,78,Frequent,Winner
2024-12-11,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1582.001112,93,11570.32,16,77,0.17204301075268819,1,Greed,74,Frequent,Winner
2024-12-11,0x2c229d22b100a7beb69122eed721cee9b24011dd,8544.6855,19,124463.01000000001,9,10,0.47368421052631576,1,Greed,74,Infrequent,Winner
2024-12-11,0x39cef799f8b69da1995852eea189df24eb5cae3c,3721.345649,4,160050.2,0,4,0.0,1,Greed,74,Infrequent,Winner
2024-12-11,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,1157.689489,325,99971.13,117,208,0.36,1,Greed,74,Frequent,Winner
2024-12-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1083.777057,30,699939.4299999999,6,24,0.2,1,Greed,74,Frequent,Winner
2024-12-11,0x6d6a4b953f202f8df5bed40692e7fd865318264a,698.009722,8,1093.3899999999999,0,8,0.0,1,Greed,74,Infrequent,Winner
2024-12-11,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1567.4026840000001,23,161572.27,12,11,0.5217391304347826,1,Greed,74,Frequent,Winner
2024-12-11,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,994.238977,15,2475.02,0,15,0.0,1,Greed,74,Infrequent,Winner
2024-12-11,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,39.7705,1,7158.62,0,1,0.0,1,Greed,74,Infrequent,Winner
2024-12-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,274998.942584,156,274999.12,0,156,0.0,1,Greed,74,Frequent,Winner
2024-12-11,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,0.0,17,10836.08,0,17,0.0,0,Greed,74,Infrequent,Winner
2024-12-11,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,24663.690943,530,639969.74,11,519,0.020754716981132074,1,Greed,74,Frequent,Winner
2024-12-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,5806.86932,147,22071.36,28,119,0.19047619047619047,1,Extreme Greed,83,Frequent,Winner
2024-12-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,7639.595794,62,345079.69,23,39,0.3709677419354839,1,Extreme Greed,83,Infrequent,Winner
2024-12-12,0x420ab45e0bd8863569a5efbb9c05d91f40624641,1762.46,10,67508.1,10,0,1.0,1,Extreme Greed,83,Infrequent,Winner
2024-12-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,574.398074,159,72883.76,75,84,0.4716981132075472,1,Extreme Greed,83,Frequent,Winner
2024-12-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,31,379879.42,0,31,0.0,0,Extreme Greed,83,Frequent,Winner
2024-12-12,0x513b8629fe877bb581bf244e326a047b249c4ff1,0.0,89,296563.81,89,0,1.0,0,Extreme Greed,83,Frequent,Winner
2024-12-12,0x6d6a4b953f202f8df5bed40692e7fd865318264a,362.84131,4,532.29,0,4,0.0,1,Extreme Greed,83,Infrequent,Winner
2024-12-12,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,17,23755.55,0,17,0.0,0,Extreme Greed,83,Infrequent,Winner
2024-12-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,323.34897900000016,52,185290.04,29,23,0.5576923076923077,1,Extreme Greed,83,Frequent,Winner
2024-12-12,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2512.437585,4,5497.650000000001,0,4,0.0,1,Extreme Greed,83,Infrequent,Winner
2024-12-12,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,15.24474,1,771.87,0,1,0.0,1,Extreme Greed,83,Infrequent,Winner
2024-12-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,449328.107544,314,449328.49,0,314,0.0,1,Extreme Greed,83,Frequent,Winner
2024-12-12,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,0.0,1,5158.5,0,1,0.0,0,Extreme Greed,83,Infrequent,Winner
2024-12-12,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,130826.491662,1041,2702869.34,167,874,0.16042267050912584,1,Extreme Greed,83,Frequent,Winner
2024-12-13,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1522.284412,155,13731.75,83,72,0.535483870967742,1,Extreme Greed,76,Frequent,Winner
2024-12-13,0x2c229d22b100a7beb69122eed721cee9b24011dd,1966.9289449999999,63,114903.4,14,49,0.2222222222222222,1,Extreme Greed,76,Infrequent,Winner
2024-12-13,0x39cef799f8b69da1995852eea189df24eb5cae3c,1116.8006,26,76820.97,13,13,0.5,1,Extreme Greed,76,Infrequent,Winner
2024-12-13,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,587.630504,148,84942.25,78,70,0.527027027027027,1,Extreme Greed,76,Frequent,Winner
2024-12-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,6790.274613,49,1015080.35,37,12,0.7551020408163265,1,Extreme Greed,76,Frequent,Winner
2024-12-13,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,30,88556.4,0,30,0.0,0,Extreme Greed,76,Infrequent,Winner
2024-12-13,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8276.625256,26,117862.64,8,18,0.3076923076923077,1,Extreme Greed,76,Frequent,Winner
2024-12-13,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,3,386.65,3,0,1.0,0,Extreme Greed,76,Infrequent,Winner
2024-12-13,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,0.0,162,399968.44,162,0,1.0,0,Extreme Greed,76,Infrequent,Winner
2024-12-13,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2270.1241019999998,234,219938.41999999998,70,164,0.29914529914529914,1,Extreme Greed,76,Frequent,Winner
2024-12-13,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,9405.233313,277,748633.37,208,69,0.7509025270758123,1,Extreme Greed,76,Frequent,Winner
2024-12-14,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,13281.73126,154,28880.56,45,109,0.2922077922077922,1,Extreme Greed,83,Frequent,Winner
2024-12-14,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,36,199999.87,36,0,1.0,0,Extreme Greed,83,Infrequent,Loser
2024-12-14,0x39cef799f8b69da1995852eea189df24eb5cae3c,1898.178342,1,6591.46,0,1,0.0,1,Extreme Greed,83,Infrequent,Winner
2024-12-14,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,1178.021061,62,30278.13,36,26,0.5806451612903226,1,Extreme Greed,83,Frequent,Winner
2024-12-14,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,0.0,1,24979.8,1,0,1.0,0,Extreme Greed,83,Frequent,Winner
2024-12-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,570.1898180000001,19,199648.91,14,5,0.7368421052631579,1,Extreme Greed,83,Frequent,Winner
2024-12-14,0x6d6a4b953f202f8df5bed40692e7fd865318264a,39057.10912,80,53177.8,0,80,0.0,1,Extreme Greed,83,Infrequent,Winner
2024-12-14,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,43,87816.93,0,43,0.0,0,Extreme Greed,83,Infrequent,Winner
2024-12-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-33.03286,36,60033.97,11,25,0.3055555555555556,0,Extreme Greed,83,Frequent,Winner
2024-12-14,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,10281.503571,683,1143657.42,386,297,0.5651537335285505,1,Extreme Greed,83,Frequent,Winner
2024-12-14,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,100273.248286,50,100273.33,0,50,0.0,1,Extreme Greed,83,Frequent,Winner
2024-12-14,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,1294.450646,70,434223.6,66,4,0.9428571428571428,1,Extreme Greed,83,Frequent,Winner
2024-12-15,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,5389.96219,137,17125.99,61,76,0.44525547445255476,1,Extreme Greed,80,Frequent,Winner
2024-12-15,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,346.827642,6,702.1700000000001,1,5,0.16666666666666666,1,Extreme Greed,80,Infrequent,Loser
2024-12-15,0x39cef799f8b69da1995852eea189df24eb5cae3c,6623.483154,28,55831.68,5,23,0.17857142857142858,1,Extreme Greed,80,Infrequent,Winner
2024-12-15,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,10303.889423,181,112668.17,94,87,0.5193370165745856,1,Extreme Greed,80,Frequent,Winner
2024-12-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,263.914304,21,300238.04,4,17,0.19047619047619047,1,Extreme Greed,80,Frequent,Winner
2024-12-15,0x513b8629fe877bb581bf244e326a047b249c4ff1,0.0,28,117435.62,28,0,1.0,0,Extreme Greed,80,Frequent,Winner
2024-12-15,0x6d6a4b953f202f8df5bed40692e7fd865318264a,18879.21027,15,24527.5,0,15,0.0,1,Extreme Greed,80,Infrequent,Winner
2024-12-15,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,8,22500.0,0,8,0.0,0,Extreme Greed,80,Infrequent,Winner
2024-12-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,126.32543000000001,14,6576.3,1,13,0.07142857142857142,1,Extreme Greed,80,Frequent,Winner
2024-12-15,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,5,3698.13,5,0,1.0,0,Extreme Greed,80,Infrequent,Winner
2024-12-15,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,0.0,413,780642.45,413,0,1.0,0,Extreme Greed,80,Infrequent,Winner
2024-12-15,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,3932.676736,748,1006213.05,512,236,0.6844919786096256,1,Extreme Greed,80,Frequent,Winner
2024-12-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,49955.768945,26,49955.77,0,26,0.0,1,Extreme Greed,80,Frequent,Winner
2024-12-15,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,0.0,58,65108.89,0,58,0.0,0,Extreme Greed,80,Infrequent,Winner
2024-12-15,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,1703.2571850000002,9,20046.050000000003,7,2,0.7777777777777778,1,Extreme Greed,80,Frequent,Winner
2024-12-16,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,13190.248859,230,30184.81,85,145,0.3695652173913043,1,Extreme Greed,83,Frequent,Winner
2024-12-16,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,4,0.0,0,4,0.0,0,Extreme Greed,83,Infrequent,Loser
2024-12-16,0x39cef799f8b69da1995852eea189df24eb5cae3c,6942.186825,14,82133.87,5,9,0.35714285714285715,1,Extreme Greed,83,Infrequent,Winner
2024-12-16,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,333.398209,92,52876.26,36,56,0.391304347826087,1,Extreme Greed,83,Frequent,Winner
2024-12-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,27,879655.69,0,27,0.0,0,Extreme Greed,83,Frequent,Winner
2024-12-16,0x6d6a4b953f202f8df5bed40692e7fd865318264a,12648.870412,47,16043.47,0,47,0.0,1,Extreme Greed,83,Infrequent,Winner
2024-12-16,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,41,64034.549999999996,0,41,0.0,0,Extreme Greed,83,Infrequent,Winner
2024-12-16,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,758.93225,10,50820.630000000005,5,5,0.5,1,Extreme Greed,83,Frequent,Winner
2024-12-16,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,55.987393,2,111.96000000000001,1,1,0.5,1,Extreme Greed,83,Infrequent,Winner
2024-12-16,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,3923.071266,326,557630.81,162,164,0.49693251533742333,1,Extreme Greed,83,Frequent,Winner
2024-12-16,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2069.35811,13,2499.82,0,13,0.0,1,Extreme Greed,83,Infrequent,Winner
2024-12-16,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,0.0,4,2652.3199999999997,0,4,0.0,0,Extreme Greed,83,Infrequent,Winner
2024-12-16,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,126852.290809,245,1002164.78,129,116,0.5265306122448979,1,Extreme Greed,83,Frequent,Winner
2024-12-17,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,4454.939378,181,20394.48,98,83,0.5414364640883977,1,Extreme Greed,87,Frequent,Winner
2024-12-17,0x2c229d22b100a7beb69122eed721cee9b24011dd,214.770101,15,15012.18,4,11,0.26666666666666666,1,Extreme Greed,87,Infrequent,Winner
2024-12-17,0x420ab45e0bd8863569a5efbb9c05d91f40624641,27.63736,20,79521.26,2,18,0.1,1,Extreme Greed,87,Infrequent,Winner
2024-12-17,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,21172.081622,396,129805.8,149,247,0.37626262626262624,1,Extreme Greed,87,Frequent,Winner
2024-12-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,12,179998.07,0,12,0.0,0,Extreme Greed,87,Frequent,Winner
2024-12-17,0x6d6a4b953f202f8df5bed40692e7fd865318264a,2244.04603,7,2808.88,0,7,0.0,1,Extreme Greed,87,Infrequent,Winner
2024-12-17,0x72743ae2822edd658c0c50608fd7c5c501b2afbd,0.0,98,1811199.98,0,98,0.0,0,Extreme Greed,87,Infrequent,Winner
2024-12-17,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,14,44100.09,0,14,0.0,0,Extreme Greed,87,Infrequent,Winner
2024-12-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3146.294798,67,132567.97,38,29,0.5671641791044776,1,Extreme Greed,87,Frequent,Winner
2024-12-17,0x8170715b3b381dffb7062c0298972d4727a0a63b,0.0,14,29998.86,14,0,1.0,0,Extreme Greed,87,Frequent,Loser
2024-12-17,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,0.0,1,0.0,0,1,0.0,0,Extreme Greed,87,Infrequent,Winner
2024-12-17,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,9080.193597,599,1228954.26,339,260,0.5659432387312187,1,Extreme Greed,87,Frequent,Winner
2024-12-17,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,256.200336,1,299.74,0,1,0.0,1,Extreme Greed,87,Infrequent,Winner
2024-12-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,50346.757308,38,100346.89,0,38,0.0,1,Extreme Greed,87,Frequent,Winner
2024-12-17,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,0.0,2,3489.3,0,2,0.0,0,Extreme Greed,87,Infrequent,Winner
2024-12-17,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,128648.384642,476,1455099.87,207,269,0.43487394957983194,1,Extreme Greed,87,Frequent,Winner
2024-12-18,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,1613.165903,59,112897.91,44,15,0.7457627118644068,1,Extreme Greed,81,Frequent,Winner
2024-12-18,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,3624.489655,191,23859.85,102,89,0.5340314136125655,1,Extreme Greed,81,Frequent,Winner
2024-12-18,0x39cef799f8b69da1995852eea189df24eb5cae3c,136.054186,12,8151.69,9,3,0.75,1,Extreme Greed,81,Infrequent,Winner
2024-12-18,0x420ab45e0bd8863569a5efbb9c05d91f40624641,0.0,44,135586.94,0,44,0.0,0,Extreme Greed,81,Infrequent,Winner
2024-12-18,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,3311.822419,226,86052.91,117,109,0.5176991150442478,1,Extreme Greed,81,Frequent,Winner
2024-12-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,-4627.220257,62,1746481.42,57,5,0.9193548387096774,0,Extreme Greed,81,Frequent,Winner
2024-12-18,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,31,99399.99,0,31,0.0,0,Extreme Greed,81,Infrequent,Winner
2024-12-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2507.193252,115,171689.47,100,15,0.8695652173913043,1,Extreme Greed,81,Frequent,Winner
2024-12-18,0x8170715b3b381dffb7062c0298972d4727a0a63b,0.0,1,4999.94,1,0,1.0,0,Extreme Greed,81,Frequent,Loser
2024-12-18,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2755.818564,314,551560.22,160,154,0.5095541401273885,1,Extreme Greed,81,Frequent,Winner
2024-12-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2222.47801,18,47777.47,18,0,1.0,1,Extreme Greed,81,Frequent,Winner
2024-12-18,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,0.0,14,30910.02,0,14,0.0,0,Extreme Greed,81,Infrequent,Winner
2024-12-18,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2139.192941,342,779519.24,107,235,0.3128654970760234,1,Extreme Greed,81,Frequent,Winner
2024-12-19,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,0.0,1,0.11,0,1,0.0,0,Extreme Greed,75,Frequent,Winner
2024-12-19,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1525.329937,204,40188.99,159,45,0.7794117647058824,1,Extreme Greed,75,Frequent,Winner
2024-12-19,0x420ab45e0bd8863569a5efbb9c05d91f40624641,2229.5212300000003,4,19948.06,4,0,1.0,1,Extreme Greed,75,Infrequent,Winner
2024-12-19,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,3491.018544,135,57751.18,74,61,0.5481481481481482,1,Extreme Greed,75,Frequent,Winner
2024-12-19,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,7440.638159,89,453044.78,53,36,0.5955056179775281,1,Extreme Greed,75,Frequent,Winner
2024-12-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1582.2032900000002,53,920856.42,47,6,0.8867924528301887,1,Extreme Greed,75,Frequent,Winner
